Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
fc7c4ec2-7c1a-bb80-0ce5-9abc094a4b33,1997-10-27,,999-31-1842,S99915695,X83821325X,Mr.,Hong136,,Terry864,,,M,asian,nonhispanic,M,Brookline  Massachusetts  US,877 Hettinger Annex Unit 40,Everett,Massachusetts,Middlesex County,25017,02148,42.44424873898604,-71.05003616284075,59843.96,802.65,42154
43f36c09-7404-906c-7d61-d71e0c5f287a,1934-03-06,1992-12-11,999-38-3948,S99955722,X37974038X,Mr.,Bennie663,Wilson960,Hegmann834,,,M,white,nonhispanic,M,Abington  Massachusetts  US,923 Runolfsson Flat,Cambridge,Massachusetts,Middlesex County,25017,02140,42.36236681169457,-71.19676449205046,177681.26,60846.31,140499
82245279-ca2d-9e30-a0e8-8a1eb9bf610e,1918-04-03,2001-06-01,999-88-3880,S99982269,X58367404X,Mrs.,Keren761,Sook872,Price929,,Hamill307,M,other,nonhispanic,F,New Bedford  Massachusetts  US,833 Bartoletti Gateway,Northampton,Massachusetts,Hampshire County,25015,01053,42.32443359754574,-72.73410484678637,21207.90,1650693.83,10168
6858ece1-e810-5bd0-98a9-3c74fe2243c4,1954-03-07,,999-60-9371,S99944155,X8392484X,Mr.,Ignacio928,Johnathon489,Bahringer146,,,M,white,nonhispanic,M,Westborough  Massachusetts  US,331 Brown Arcade Unit 38,Falmouth,Massachusetts,Barnstable County,25001,02540,41.630201052520285,-70.64005944345803,168241.07,121917.58,110165
b88c39c9-b9c8-a044-32d3-4eb93a0111cd,1964-04-13,,999-34-2488,S99968106,X14651602X,Mr.,Winford225,Mel236,Kihn564,,,S,white,hispanic,M,South Yarmouth  Massachusetts  US,436 Kovacek Rapid Suite 99,Athol,Massachusetts,Worcester County,25027,01331,42.587386327884865,-72.18736536423258,184227.77,55668.91,137493
eef868ab-3cb3-4153-3109-e09e5f80bba4,1981-01-09,,999-60-8206,S99952576,X19386280X,Mrs.,Willia886,Melynda458,Volkman526,,Schamberger479,M,white,nonhispanic,F,Woburn  Massachusetts  US,780 Wisozk Trace,Attleboro,Massachusetts,Bristol County,44007,02861,41.9366004286494,-71.3437740582665,539154.56,260590.73,91390
02d2639f-1966-3319-1400-4e8213509a43,1966-11-25,2016-04-05,999-87-7330,S99943596,X8308007X,Mr.,Reyes140,Hershel911,Corwin846,,,S,white,nonhispanic,M,Wellesley  Massachusetts  US,399 Buckridge Wall,Boston,Massachusetts,Suffolk County,25025,02130,42.461809863085996,-71.04389729332692,90099.45,1598779.47,105302
add39a51-08af-50a9-f61b-51a97f5e6c38,1934-05-06,2014-12-04,999-74-8813,S99995512,X85935737X,Mr.,Federico589,,Donnelly343,,,M,white,hispanic,M,Salem  Massachusetts  US,427 Kuphal Flat Suite 58,Somerville,Massachusetts,Middlesex County,25017,02143,42.34207003492148,-71.11153170661629,20745.15,1225550.44,4105
f7c8f6f0-c75a-823b-6dbf-e7ec4ede6a21,2012-06-21,,999-61-7600,,,,Roxanne257,Edelmira985,Monahan736,,,,white,nonhispanic,F,Quincy  Massachusetts  US,923 Franecki Port,Millbury,Massachusetts,Worcester County,,00000,42.15216575650466,-71.82555663517209,42217.14,0.00,75521
a03b3c98-0dfb-ad8b-7a7f-c7b1a662c953,2007-02-28,,999-75-8628,S99949545,,Mr.,Toney527,Grover559,Lubowitz58,,,,white,nonhispanic,M,Bourne  Massachusetts  US,963 McGlynn Path Apt 68,Worcester,Massachusetts,Worcester County,25027,01607,42.2948600608477,-71.8130411580044,28663.89,22916.42,141275
db6a4670-9b69-0054-ac3e-226ef521780a,1991-08-04,,999-31-8517,S99988613,X86283457X,Mr.,Gerardo48,Manuel446,Sanches349,,,M,white,hispanic,M,Portsmouth  Saint John Parish  DM,439 Feil Rue,South Amherst,Massachusetts,Hampshire County,,00000,42.34440556256507,-72.51455725243642,122651.26,237997.79,138432
263ebea6-c366-2c76-55a7-5cc0780f1391,1918-04-03,1999-12-21,999-53-6550,S99991629,X8329907X,Mrs.,Peggie783,Cherish740,Waelchi213,,Hansen121,M,other,nonhispanic,F,Malden  Massachusetts  US,448 Hintz Junction,Northampton,Massachusetts,Hampshire County,25015,01063,42.32322064468532,-72.71097874142086,21531.94,1099819.83,10168
6030efbb-367b-8f79-f14e-7cdcd1a0709e,1973-05-29,,999-75-5470,S99986256,X78805191X,Ms.,Mila257,Melania287,Beahan375,,,S,white,nonhispanic,F,Boston  Massachusetts  US,497 Collier Wall Apt 49,Walpole,Massachusetts,Norfolk County,25021,02081,42.11930057851838,-71.28374561066065,489327.10,509744.33,55983
12cf7850-60ab-de0f-b65d-cca2a97498c4,1966-11-25,,999-57-3271,S99986494,X26336652X,Mr.,Dario75,Antonia30,Bradtke547,,,M,white,nonhispanic,M,Mansfield Center  Massachusetts  US,480 Robel Pathway Apt 74,Boston,Massachusetts,Suffolk County,25025,02210,42.344882750719925,-71.08103043645704,479844.97,34134.38,105302
7245122d-75a7-560f-7036-33ef6ea1d81f,1995-12-12,,999-63-9223,S99970322,X13238836X,Mr.,Marcel580,Errol226,Jacobson885,,,M,white,nonhispanic,M,Springfield  Massachusetts  US,1095 Sawayn Highlands,Amesbury,Massachusetts,Essex County,25009,01913,42.82367762606649,-70.98219390316868,61945.98,25468.35,50045
6434f6a1-59bd-7b5c-9b77-d4d6bf58daf1,2017-06-22,,999-95-1259,,,,Zana914,Annett908,Christiansen251,,,,white,nonhispanic,F,Montague  Massachusetts  US,138 Harris Ramp,Milford,Massachusetts,Worcester County,25027,01757,42.20187110000499,-71.50773713494253,9011.79,5188.98,471835
119e3077-346c-9784-d86f-e82a0956abfd,1951-05-19,,999-38-8374,S99942937,X44079874X,Mr.,Abdul218,Bradford382,Ullrich385,,,M,black,nonhispanic,M,Marblehead  Massachusetts  US,924 Johnston Common Apt 59,Medford,Massachusetts,Middlesex County,25017,02145,42.35966079796712,-71.04212081152635,208941.38,200217.72,48551
da1f50b8-9b49-f6cb-7af9-20f0c487f051,1918-04-03,1996-10-17,999-20-1023,S99977392,X25727278X,Mrs.,Madaline59,Kristeen693,Macejkovic424,,Becker968,M,other,nonhispanic,F,Fall River  Massachusetts  US,317 Prohaska Overpass Suite 32,Northampton,Massachusetts,Hampshire County,25015,01053,42.349953147738525,-72.66739384478043,19361.16,1257595.16,10168
8fecf43a-1c1a-ca77-b97a-df7b4cc33486,1972-02-20,,999-16-4465,S99941313,X7179635X,Ms.,Kiersten731,Christal240,Rau926,,,S,white,nonhispanic,F,Leominster  Massachusetts  US,569 Hane Heights Apt 88,Wilmington,Massachusetts,Middlesex County,25017,01887,42.518587405674225,-71.1768603611173,16718.77,1250934.27,10078
ed36c3eb-b9d0-acf8-5cc0-8bbdce9f319e,2002-11-17,,999-51-6270,S99976551,X47542045X,Ms.,Delila667,Yung349,McClure239,,,,white,nonhispanic,F,Berlin  Berlin  DE,258 Bergstrom Rue Suite 98,Chelsea,Massachusetts,Suffolk County,25017,02149,42.401425140969074,-70.95612209598396,83938.24,42579.71,33105
a6a29a26-3c18-7258-0297-73e0214cb6b6,1924-01-19,1987-02-12,999-26-7841,S99921811,X3706935X,Mr.,Elmer371,Elvis145,Tillman293,,,M,white,nonhispanic,M,Winchendon  Massachusetts  US,658 Gusikowski Corner,Otis,Massachusetts,Berkshire County,,00000,42.17766532810397,-73.126963652465,196063.87,704202.30,875681
fd02e6d9-44f5-42da-b394-1962d265eea8,1953-09-06,,999-37-8327,S99988122,X80015035X,Mr.,Moshe758,Darin74,Waelchi213,,,S,white,nonhispanic,M,Lynnfield  Massachusetts  US,912 Haag Byway Apt 28,Harwich Port,Massachusetts,Barnstable County,25001,02646,41.6468680541265,-70.04679788879096,148510.18,60495.87,132495
6e35e13d-2f1d-6414-ece7-ab0449651597,2009-07-19,,999-22-2057,S99917706,,,Rickey821,Clinton763,Botsford977,,,,white,nonhispanic,M,South Hadley  Massachusetts  US,501 Pagac Route,North Amherst,Massachusetts,Hampshire County,25015,01059,42.4351087177662,-72.50387836537526,44404.37,18407.89,30095
704cb91e-f0a0-4c5f-5eec-b1f8d719dbc8,1985-03-17,,999-54-4789,S99934957,X33783148X,Mrs.,Darcie474,Michel472,Schulist381,,Ondricka197,M,white,nonhispanic,F,Fitchburg  Massachusetts  US,925 Morar Lock Unit 69,Framingham,Massachusetts,Middlesex County,25017,01701,42.289401661740804,-71.44471194209781,219519.03,97922.25,145513
c2876742-3ad4-ff81-561a-553f0cc1194f,1964-09-23,,999-54-4280,S99931454,X12472173X,Mr.,Willis868,Graham902,Kuhlman484,,,S,white,nonhispanic,M,Eastham  Massachusetts  US,201 Green Knoll Suite 96,Boxford,Massachusetts,Essex County,25009,01921,42.697988900838794,-71.06269009210982,188958.80,0.00,41517
43e99cac-792f-76c3-2dac-89d74c0d41ee,1969-08-02,,999-24-4972,S99943760,X69596474X,Mr.,Bobby524,Leroy603,Lockman863,,,S,white,nonhispanic,M,Quincy  Massachusetts  US,961 Grant Quay,Dennis,Massachusetts,Barnstable County,25001,02638,41.66997846462167,-70.18105572720994,186981.97,244811.45,132716
e8c4584c-1735-9253-6207-489d4bb6d884,1918-04-03,2006-07-23,999-23-8583,S99913307,X69573083X,Mrs.,Denita497,,Beahan375,,Koelpin146,M,other,nonhispanic,F,Wareham  Massachusetts  US,851 Gutkowski Corner Apt 27,Northampton,Massachusetts,Hampshire County,25015,01063,42.2975517728488,-72.67885147598577,71553.77,2324500.63,10168
1f5345ff-bae7-b065-09dc-9f003d3277b4,1916-07-27,1964-09-19,999-97-3999,S99996472,X86322737X,Mr.,Stewart672,Hans694,Langosh790,,,S,white,nonhispanic,M,Boston  Massachusetts  US,192 Flatley Rapid,Dartmouth,Massachusetts,Bristol County,,00000,41.51970016785107,-70.92234863639126,88372.26,2043307.97,142914
49b2a9df-4581-4140-ba33-c2ff36eacb8c,1924-01-19,2009-05-14,999-75-3795,S99961170,X67452261X,Mr.,Nelson403,,Harvey63,,,D,white,nonhispanic,M,Saugus  Massachusetts  US,366 Zemlak Stravenue,Otis,Massachusetts,Berkshire County,,00000,42.18290259232462,-73.0676814371096,135228.31,290930.53,875681
74fb48a5-3664-06b8-9da6-74611677095a,1978-06-24,,999-19-4640,S99995357,X9823986X,Mrs.,Brooke250,Celeste191,Champlin946,,Buckridge80,M,white,nonhispanic,F,Boston  Massachusetts  US,532 Lindgren Frontage road,Boston,Massachusetts,Suffolk County,25025,02118,42.305385734176866,-71.07826908035251,353518.60,15139.46,42170
382e9fbc-237f-0064-af0e-a07066998811,1988-08-15,,999-48-7377,S99911447,X22499463X,Mr.,Arturo47,Eduardo902,Meraz691,,,M,white,hispanic,M,Guatemala City  Guatemala  GT,1072 Marks Bridge Suite 24,Peabody,Massachusetts,Essex County,25009,01940,42.53019417431506,-71.03116935006635,62402.81,64635.38,43023
ba142502-e0f3-9dad-5170-c11c70a11475,1948-03-07,2012-06-20,999-71-7617,S99954045,X71512523X,Mrs.,Elsy53,Mabel261,Von197,,Lebsack687,M,black,nonhispanic,F,Northampton  Massachusetts  US,117 Larson Harbor,Webster,Massachusetts,Worcester County,25027,01570,42.07013785531083,-71.83511393819565,1120821.02,654342.89,52312
79f6695f-3862-dce6-a153-a45aa6287114,1918-04-03,2002-04-07,999-57-3211,S99989401,X72462309X,Mrs.,Cherrie404,Adina377,Hickle134,,Feest103,M,other,nonhispanic,F,Boston  Massachusetts  US,372 Mills Quay Apt 79,Northampton,Massachusetts,Hampshire County,25015,01060,42.398669997577514,-72.72912287147618,25858.25,1309010.06,10168
7aa533f9-fc67-0e20-23d9-b568e17b7c40,1916-07-27,1998-07-03,999-96-6190,S99979393,X23376724X,Mr.,Augustus49,Lindsay928,Robel940,,,D,white,nonhispanic,M,Boston  Massachusetts  US,990 Homenick Haven Suite 73,Dartmouth,Massachusetts,Bristol County,,00000,41.534823384835924,-70.94241505280581,110041.44,799021.67,142914
57bf606a-0c7c-dd76-6381-e4f4693add6c,1961-05-03,,999-33-3926,S99916746,X48347295X,Mrs.,Theressa101,,Towne435,,McLaughlin530,M,other,nonhispanic,F,Dracut  Massachusetts  US,984 Herman Ville Unit 37,Springfield,Massachusetts,Hampden County,25013,01107,42.17777888759554,-72.6096783269873,32369.73,753324.04,8094
945bd392-43c8-d4d0-e62b-c40d2fb27862,1918-04-03,1999-09-22,999-61-9421,S99921584,X55673435X,Mrs.,Domenica436,Sidney996,Schimmel440,,Sauer652,D,other,nonhispanic,F,Weston  Massachusetts  US,492 Greenholt Center,Northampton,Massachusetts,Hampshire County,25015,01053,42.27738428579543,-72.64643699569125,22436.16,1634784.38,10168
9d73f78c-355d-505a-8152-e26a1cf5eefb,1948-03-07,1992-01-07,999-52-5332,S99970103,X40670080X,Mrs.,Lindsy319,Gayle448,Prosacco716,,Green467,M,black,nonhispanic,F,Falmouth  Massachusetts  US,736 Schoen Boulevard,Webster,Massachusetts,Worcester County,25027,01570,42.03886415769911,-71.89044199236743,221594.87,948008.80,52312
8918d903-78ce-7a9c-77df-c809dbd482be,1934-03-06,,999-63-9381,S99979127,X53672573X,Mr.,Mauro926,Vito638,Gleason633,,,D,white,nonhispanic,M,Duxbury  Massachusetts  US,628 Flatley Junction Apt 45,Cambridge,Massachusetts,Middlesex County,25017,02141,42.369774316523376,-71.19871800929457,173087.39,957634.52,140499
c26138be-fe95-3b83-4092-e41ef9406197,1918-04-03,1989-04-20,999-16-8477,S99968787,X74894370X,Mrs.,Myra819,Lang846,Becker968,,Stracke611,M,other,nonhispanic,F,Springfield  Massachusetts  US,523 Luettgen Rest,Northampton,Massachusetts,Hampshire County,25015,01053,42.32179273398112,-72.64315502349257,19654.94,1719317.23,10168
96121375-36cb-4d34-5c39-cf9cdb71282a,1916-07-27,1991-12-10,999-69-3753,S99919347,X28315287X,Mr.,Omer483,Charley358,Kunze215,,,M,white,nonhispanic,M,Needham  Massachusetts  US,543 Hermann Road Apt 42,Dartmouth,Massachusetts,Bristol County,,00000,41.603660691396186,-70.94677513972412,193193.35,2727026.73,142914
9813de77-d33c-90a1-b916-ddab03c42bef,1918-04-03,1981-11-11,999-66-5325,S99934157,X5648913X,Mrs.,Jennifer579,Vickey217,Balistreri607,,Jakubowski832,M,other,nonhispanic,F,Wrentham  Massachusetts  US,906 Buckridge Harbor Suite 24,Northampton,Massachusetts,Hampshire County,25015,01053,42.27461192248528,-72.62645978158322,18863.98,1203467.16,10168
a11fe050-fe84-26b8-0bbd-28f73f54a134,1924-01-19,1998-05-31,999-20-7282,S99990617,X25498609X,Mr.,Kerry175,Dee580,Leannon79,,,M,white,nonhispanic,M,Milford  Massachusetts  US,440 Bogan Light,Otis,Massachusetts,Berkshire County,,00000,42.21621268255088,-73.07261702501155,270549.79,815596.06,875681
96c5c416-2d97-3e13-5c88-831227b0b00d,1948-03-07,2001-09-21,999-88-7306,S99983342,X64331377X,Mrs.,Jodee687,Evelynn217,Schneider199,,Rath779,M,black,nonhispanic,F,Oxford  Massachusetts  US,710 Gislason Way Suite 32,Webster,Massachusetts,Worcester County,25027,01570,42.060645202816346,-71.85408790279024,1263021.56,2374048.72,52312
6d80ac96-7649-9f52-bbc3-8df1f63591da,1916-07-27,2015-10-14,999-59-6680,S99941481,X26560944X,Mr.,Mason910,Irving123,Marquardt819,,,M,white,nonhispanic,M,Milton  Massachusetts  US,709 Hansen Avenue Unit 2,Dartmouth,Massachusetts,Bristol County,,00000,41.53825132868298,-70.96371007587578,188461.92,333615.14,142914
18f25186-01d7-80c4-8692-ed8a77dcf4a2,1934-05-06,,999-31-7791,S99910108,X26174620X,Mr.,Stanton715,,Romaguera67,,,M,white,hispanic,M,Northampton  Massachusetts  US,1050 Hermiston Orchard,Somerville,Massachusetts,Middlesex County,25017,02145,42.39103262759833,-71.09948832493167,183542.23,1699023.98,4105
845a4a16-960f-2eb9-e418-9a4688abdf08,1924-01-19,1998-09-17,999-20-1574,S99953501,X36743229X,Mr.,Stephen891,,Kling921,,,M,white,nonhispanic,M,New Bedford  Massachusetts  US,1098 Bayer Frontage road Unit 84,Otis,Massachusetts,Berkshire County,,00000,42.178255491632925,-73.03543110501217,125060.50,547034.59,875681
89a8d104-e8e2-1f65-6841-5247749746d6,1948-03-07,,999-40-6732,S99925237,X1125676X,Mrs.,Sharilyn202,,Raynor401,,Tremblay80,D,black,nonhispanic,F,Malden  Massachusetts  US,321 Schumm Gateway Apt 14,Webster,Massachusetts,Worcester County,25027,01570,42.00756834505454,-71.8464688081354,820272.88,173004.89,52312
4261a0fd-ab57-c926-6b8a-1d955c04e98b,1916-07-27,1971-03-21,999-94-3913,S99917242,X36972959X,Mr.,Edwin773,Lindsey52,Bernhard322,,,M,white,nonhispanic,M,Hanover  Massachusetts  US,262 Glover Route,Dartmouth,Massachusetts,Bristol County,,00000,41.548392054788934,-70.99248160981209,144765.00,180850.11,142914
83ce1a08-baaa-4a9b-dd38-d4fe840ccdc1,1924-01-19,1979-03-07,999-83-1511,S99913423,X87882819X,Mr.,Walton167,,Stamm704,,,S,white,nonhispanic,M,Holden  Massachusetts  US,700 Block Port Unit 65,Otis,Massachusetts,Berkshire County,,00000,42.228517127887514,-73.04331065562755,118999.37,97276.41,875681
a52b6dc5-7427-9d66-fc1f-08944e96e136,1916-07-27,1996-07-31,999-13-3515,S99977433,X36549465X,Mr.,Paul232,,Crona259,,,D,white,nonhispanic,M,Scituate  Massachusetts  US,589 Fahey Ferry,Dartmouth,Massachusetts,Bristol County,,00000,41.6067860142291,-70.98760801457945,198017.78,2995512.46,142914
e311f477-033e-02aa-808e-58f27378ecaa,1918-04-03,2007-08-28,999-70-9713,S99996700,X26933349X,Mrs.,Carmen818,Collen405,Carter549,,Buckridge80,M,other,nonhispanic,F,Natick  Massachusetts  US,652 Bradtke Ramp,Northampton,Massachusetts,Hampshire County,25015,01060,42.37541806362895,-72.71379225138361,103495.65,2544148.15,10168
e3c8f887-8769-b14c-e8e7-d6535fd54a6b,1916-07-27,2008-06-12,999-13-3133,S99969072,X53310328X,Mr.,Gerard367,Glenn0,Reynolds644,,,W,white,nonhispanic,M,Mendon  Massachusetts  US,288 Yost Flat,Dartmouth,Massachusetts,Bristol County,,00000,41.57524716044931,-70.98491124189893,194143.42,432716.76,142914
28d3aac6-fb2e-6038-be24-d2860b93cbdb,1924-01-19,2002-04-18,999-41-3914,S99944042,X68771533X,Mr.,Johnson679,Brice635,Green467,,,M,white,nonhispanic,M,Lincoln  Massachusetts  US,617 Bednar Avenue,Otis,Massachusetts,Berkshire County,,00000,42.2349804184155,-73.05823935224358,233897.75,743332.78,875681
32c6b473-25d7-7124-4a76-b2355b531b2e,1918-04-03,,999-51-9325,S99928047,X54687214X,Mrs.,Deandra603,Temple691,Sipes176,,Gutmann970,W,other,nonhispanic,F,Haverhill  Massachusetts  US,802 Nikolaus Station Suite 67,Northampton,Massachusetts,Hampshire County,25015,01063,42.33362283513851,-72.71009352707611,26672.41,2034105.41,10168
b6e0823b-bba8-e414-efb4-c467cf2f3061,1916-07-27,1987-12-22,999-76-2673,S99993630,X37000999X,Mr.,Jesse626,Raymundo71,Satterfield305,,,M,white,nonhispanic,M,Belmont  Massachusetts  US,940 Collier Harbor Suite 39,Dartmouth,Massachusetts,Bristol County,,00000,41.54290038386496,-70.97084158401854,109512.37,887663.46,142914
25964e34-1844-510c-d6d7-5d83d2e0fa64,1916-07-27,2005-12-05,999-98-5325,S99941164,X43609703X,Mr.,Daryl568,Theodore876,Jacobson885,,,M,white,nonhispanic,M,Acushnet  Massachusetts  US,587 Murphy Underpass,Dartmouth,Massachusetts,Bristol County,,00000,41.57559267992237,-71.00712900586221,186512.87,375683.69,142914
5fb945da-ab0a-a62b-aaf9-2c6aed758e7d,1924-01-19,,999-85-2942,S99962691,X57467811X,Mr.,Rocco842,Marlin805,Jacobi462,,,M,white,nonhispanic,M,Fiskdale  Massachusetts  US,722 Blick View Apt 81,Otis,Massachusetts,Berkshire County,,00000,42.17917563658841,-73.06338733773994,61201.96,965531.96,875681
53e9f0d4-1984-8e64-4c1a-708b1b10435e,1916-07-27,1970-10-31,999-40-8845,S99960551,X79673655X,Mr.,Pete38,Von197,Pacocha935,,,S,white,nonhispanic,M,Lancaster  Massachusetts  US,1056 Jakubowski Divide,Dartmouth,Massachusetts,Bristol County,,00000,41.543380617643066,-70.99795777015663,203388.78,573733.04,142914
e854c97d-74c6-92bc-9ec7-789b8a5de0a4,1916-07-27,1985-09-23,999-17-2029,S99927899,X14009195X,Mr.,Franklyn361,Nathan164,Thompson596,,,D,white,nonhispanic,M,Westborough  Massachusetts  US,498 Jacobi Track Apt 75,Dartmouth,Massachusetts,Bristol County,,00000,41.60527652933899,-70.91192379331406,172673.27,57565.18,142914
53b53608-9faf-4a2c-fa61-0d5c5777ea03,1936-07-05,1989-07-26,999-62-3455,S99921859,X41196209X,Mr.,Darell496,Jordan900,Fisher429,,,D,white,nonhispanic,M,Littleton  Massachusetts  US,926 Rippin Alley,Dartmouth,Massachusetts,Bristol County,,00000,41.53758416251005,-70.91685444211635,93286.40,67240.74,142914
6e83a202-6651-2c11-f254-23b18bc385db,1936-07-05,2011-06-18,999-83-7618,S99988796,X85782205X,Mr.,Rupert654,Loren192,Kautzer186,,,M,white,nonhispanic,M,Milford  Massachusetts  US,886 Olson Haven,Dartmouth,Massachusetts,Bristol County,,00000,41.60785352085173,-70.92228918574718,312356.73,1539330.90,142914
759b3495-6b04-ccd4-34b7-300b262cce81,1936-07-05,,999-67-7986,S99973214,X38930821X,Mr.,Wilford267,Elroy493,Yost751,,,M,white,nonhispanic,M,Bellingham  Massachusetts  US,445 Flatley Knoll Unit 68,Dartmouth,Massachusetts,Bristol County,,00000,41.56703189461632,-70.97149212205414,381539.43,918186.93,142914
